Recdate Month ID	Repdate Month ID	Catalog Number	GPID	ISRC	Product Title	Project Title	Artist Name	Config	Config Desc	Config Type	Account	Account Name	Payee	Start Period	End Period	Price Code	Price Desc	Dist. Ch.	Dist Chan Desc	Territory Code	Location	Country	DSP Number	Digital Service Provider(DSP)	Sale Units	Royalty Payable	Deductible Fees	Net Royalty Payable	Net Splitted Royalty Payable	Local Product Number	Marketing Owner	Marketing Owner Name
45661	45658	A10302B0011003846L	A10302B0011003846L	QZWFE2479894	DURA	BENZE	BENZE	IS	Internet Single	Digital	99358	WOSS MUSIC - DIST. AGMT.	WOSS MUSIC	45661	45661	S1	Streaming Full Price	3	Subscription	77500	SWEDEN WM	SE	31	Spotify	66	0.360253	0.054038	0.306215	0.030622		5715-329	Woss Music
45661	45658	A10302B0011003846L	A10302B0011003846L	QZWFE2479894	DURA	BENZE	BENZE	IS	Internet Single	Digital	99358	WOSS MUSIC - DIST. AGMT.	WOSS MUSIC	45661	45661	S1	Streaming Full Price	3	Subscription	77500	SWEDEN WM	SE	31	Spotify	66	0.360253	0.054038	0.306215	0.030622		5715-329	Woss Music
45661	45303	A10302B0011017693Q	A10302B0011017693Q	QZWFE2479894	DURA	BENZE	BENZE	IS	Internet Single	Digital	99358	WOSS MUSIC - DIST. AGMT.	WOSS MUSIC	45661	45661	S1	Streaming Full Price	4	Ad Supported	82650	LEBANON	LY	767	Facebook	71	0.000834	0.000125	0.000709	0.000071		5715-329	Woss Music
45661	45303	A10302B0011017693Q	A10302B0011017693Q	QZWFE2479894	DURA	BENZE	BENZE	IS	Internet Single	Digital	99358	WOSS MUSIC - DIST. AGMT.	WOSS MUSIC	45661	45661	S1	Streaming Full Price	4	Ad Supported	82650	LEBANON	LY	767	Facebook	71	0.000834	0.000125	0.000709	0.000071		5715-329	Woss Music
45661	45303	A10302B0011001881E	A10302B0011001881E	QZWFE2479894	DURA	BENZE	BENZE	IS	Internet Single	Digital	99358	WOSS MUSIC - DIST. AGMT.	WOSS MUSIC	45661	45661	S1	Streaming Full Price	4	Ad Supported	73380	GERMANY , AUSTRIA & SWITZERLAND 	DE	775	Instagram	2	0.000214	0.000032	0.000182	0.000018		5715-329	Woss Music
45661	45303	A10302B0011001881E	A10302B0011001881E	QZWFE2479894	DURA	BENZE	BENZE	IS	Internet Single	Digital	99358	WOSS MUSIC - DIST. AGMT.	WOSS MUSIC	45661	45661	S1	Streaming Full Price	4	Ad Supported	73380	GERMANY , AUSTRIA & SWITZERLAND 	DE	775	Instagram	2	0.000214	0.000032	0.000182	0.000018		5715-329	Woss Music
45661	45658	A10302B0011013438N	A10302B0011013438N	QZWFE2479894	DURA	BENZE	BENZE	IS	Internet Single	Digital	99358	WOSS MUSIC - DIST. AGMT.	WOSS MUSIC	45661	45661	S1	Streaming Full Price	3	Subscription	73380	GERMANY , AUSTRIA & SWITZERLAND 	DE	591	Amazon Music Unlimited	1	0.002453	0.000368	0.002085	0.000209		5715-329	Woss Music
45661	45658	A10302B0011013438N	A10302B0011013438N	QZWFE2479894	DURA	BENZE	BENZE	IS	Internet Single	Digital	99358	WOSS MUSIC - DIST. AGMT.	WOSS MUSIC	45661	45661	S1	Streaming Full Price	3	Subscription	73380	GERMANY , AUSTRIA & SWITZERLAND 	DE	591	Amazon Music Unlimited	1	0.002453	0.000368	0.002085	0.000209		5715-329	Woss Music
45661	45302	A10302B0010989909E	A10302B0010989909E	QZWFE2479894	DURA	BENZE	BENZE	IS	Internet Single	Digital	99358	WOSS MUSIC - DIST. AGMT.	WOSS MUSIC	45661	45661	S1	Streaming Full Price	4	Ad Supported	55000	BRAZIL WM	BR	775	Instagram	28	0.000665	0.000100	0.000565	0.000056		5715-329	Woss Music
45661	45302	A10302B0010989909E	A10302B0010989909E	QZWFE2479894	DURA	BENZE	BENZE	IS	Internet Single	Digital	99358	WOSS MUSIC - DIST. AGMT.	WOSS MUSIC	45661	45661	S1	Streaming Full Price	4	Ad Supported	55000	BRAZIL WM	BR	775	Instagram	28	0.000665	0.000100	0.000565	0.000056		5715-329	Woss Music
45661	45303	A10302B00109896992	A10302B00109896992	QZWFE2479894	DURA	BENZE	BENZE	IS	Internet Single	Digital	99358	WOSS MUSIC - DIST. AGMT.	WOSS MUSIC	45661	45661	S1	Streaming Full Price	4	Ad Supported	57500	MEXICO WM	PA	775	Instagram	2	0.000071	0.000011	0.000060	0.000006		5715-329	Woss Music
45661	45303	A10302B00109896992	A10302B00109896992	QZWFE2479894	DURA	BENZE	BENZE	IS	Internet Single	Digital	99358	WOSS MUSIC - DIST. AGMT.	WOSS MUSIC	45661	45661	S1	Streaming Full Price	4	Ad Supported	57500	MEXICO WM	PA	775	Instagram	2	0.000071	0.000011	0.000060	0.000006		5715-329	Woss Music
45661	45658	A10302B0010850757M	A10302B0010850757M	QZWFE2479894	DURA	BENZE	BENZE	IS	Internet Single	Digital	99358	WOSS MUSIC - DIST. AGMT.	WOSS MUSIC	45661	45661	S1	Streaming Full Price	3	Subscription	82800	ISRAEL	IL	4	Apple Music	1	0.005559	0.000834	0.004725	0.000473		5715-329	Woss Music
45661	45658	A10302B0010850757M	A10302B0010850757M	QZWFE2479894	DURA	BENZE	BENZE	IS	Internet Single	Digital	99358	WOSS MUSIC - DIST. AGMT.	WOSS MUSIC	45661	45661	S1	Streaming Full Price	3	Subscription	82800	ISRAEL	IL	4	Apple Music	1	0.005559	0.000834	0.004725	0.000473		5715-329	Woss Music
45661	45302	A10302B0010850757M	A10302B0010850757M	QZWFE2479894	DURA	BENZE	BENZE	IS	Internet Single	Digital	99358	WOSS MUSIC - DIST. AGMT.	WOSS MUSIC	45661	45661	S1	Streaming Full Price	4	Ad Supported	82650	LEBANON	EG	767	Facebook	125	0.000986	0.000148	0.000838	0.000084		5715-329	Woss Music
45661	45302	A10302B0010850757M	A10302B0010850757M	QZWFE2479894	DURA	BENZE	BENZE	IS	Internet Single	Digital	99358	WOSS MUSIC - DIST. AGMT.	WOSS MUSIC	45661	45661	S1	Streaming Full Price	4	Ad Supported	82650	LEBANON	EG	767	Facebook	125	0.000986	0.000148	0.000838	0.000084		5715-329	Woss Music
45661	45303	A10302B00109896323	A10302B00109896323	QZWFE2479894	DURA	BENZE	BENZE	IS	Internet Single	Digital	99358	WOSS MUSIC - DIST. AGMT.	WOSS MUSIC	45661	45661	S1	Streaming Full Price	4	Ad Supported	57500	MEXICO WM	MX	775	Instagram	130	0.003412	0.000512	0.002900	0.000290		5715-329	Woss Music
45661	45303	A10302B00109896323	A10302B00109896323	QZWFE2479894	DURA	BENZE	BENZE	IS	Internet Single	Digital	99358	WOSS MUSIC - DIST. AGMT.	WOSS MUSIC	45661	45661	S1	Streaming Full Price	4	Ad Supported	57500	MEXICO WM	MX	775	Instagram	130	0.003412	0.000512	0.002900	0.000290		5715-329	Woss Music
45661	45658	A10302B0011003925N	A10302B0011003925N	QZWFE2479894	DURA	BENZE	BENZE	IS	Internet Single	Digital	99358	WOSS MUSIC - DIST. AGMT.	WOSS MUSIC	45661	45661	S1	Streaming Full Price	3	Subscription	55800	COLOMBIA WM	CO	31	Spotify	2	0.001502	0.000225	0.001277	0.000128		5715-329	Woss Music
45661	45658	A10302B0011003925N	A10302B0011003925N	QZWFE2479894	DURA	BENZE	BENZE	IS	Internet Single	Digital	99358	WOSS MUSIC - DIST. AGMT.	WOSS MUSIC	45661	45661	S1	Streaming Full Price	3	Subscription	55800	COLOMBIA WM	CO	31	Spotify	2	0.001502	0.000225	0.001277	0.000128		5715-329	Woss Music
45661	45303	A10302B0010989829E	A10302B0010989829E	QZWFE2479894	DURA	BENZE	BENZE	IS	Internet Single	Digital	99358	WOSS MUSIC - DIST. AGMT.	WOSS MUSIC	45661	45661	S1	Streaming Full Price	4	Ad Supported	55800	COLOMBIA WM	EC	767	Facebook	2	0.000025	0.000004	0.000021	0.000002		5715-329	Woss Music
45661	45303	A10302B0010989829E	A10302B0010989829E	QZWFE2479894	DURA	BENZE	BENZE	IS	Internet Single	Digital	99358	WOSS MUSIC - DIST. AGMT.	WOSS MUSIC	45661	45661	S1	Streaming Full Price	4	Ad Supported	55800	COLOMBIA WM	EC	767	Facebook	2	0.000025	0.000004	0.000021	0.000002		5715-329	Woss Music
45661	45658	A10302B0011002218L	A10302B0011002218L	QZWFE2479894	DURA	BENZE	BENZE	IS	Internet Single	Digital	99358	WOSS MUSIC - DIST. AGMT.	WOSS MUSIC	45661	45661	S1	Streaming Full Price	3	Subscription	55500	CHILE WM	CL	31	Spotify	737	0.726109	0.108916	0.617193	0.061719		5715-329	Woss Music
